series_id,description
PCU31161231161242,"PPI industry data for Meat processed from carcasses-Dry or semidry sausage (salami, cervelat, pepperoni, summer sausage, pork roll, etc), mfpc, not seasonally adjusted"
PCU31161231161243,"PPI industry data for Meat processed from carcasses-Frankfurters, including wieners, excluding canned, made from purchased carcasses, not seasonally adjusted"
PCU31161231161244,"PPI industry data for Meat processed from carcasses-Other sausage (smoked or cooked) & jellied goods & similar preparations, excluding canned, mfpc, not seasonally adjusted"
PCU3116123116127,"PPI industry data for Meat processed from carcasses-Canned meats, excluding dog, cat, and baby food, made from purchased carcasses, not seasonally adjusted"
PCU311612311612A,"PPI industry data for Meat processed from carcasses-Other processed, frozen, or cooked meats, made from purchased carcasses, not seasonally adjusted"
PCU311612311612A1,"PPI industry data for Meat processed from carcasses-Boxed meat (beef, pork, lamb, etc.), made from purchased carcasses, not seasonally adjusted"
PCU311612311612A5,"PPI industry data for Meat processed from carcasses-Frozen ground meat patties and other processed, frozen, or cooked meats, mfpc, not seasonally adjusted"
PCU311612311612M,"PPI industry data for Meat processed from carcasses-Miscellaneous receipts, not seasonally adjusted"
PCU311612311612MM,"PPI industry data for Meat processed from carcasses-Miscellaneous receipts, not seasonally adjusted"
PCU311612311612P,"PPI industry data for Meat processed from carcasses-Primary products, not seasonally adjusted"
PCU311612311612S,"PPI industry data for Meat processed from carcasses-Secondary products, not seasonally adjusted"
PCU311612311612SS,"PPI industry data for Meat processed from carcasses-Secondary products, not seasonally adjusted"
PCU311613311613,"PPI industry data for Rendering and meat byproduct processing, not seasonally adjusted"
PCU3116133116132,"PPI industry data for Rendering and meat byproduct processing-Lard, inedible tallow, and other greases, excluding wool grease, not seasonally adjusted"
PCU3116133116135,"PPI industry data for Rendering and meat byproduct processing-Animal and marine feed and fertilizer byproducts, not seasonally adjusted"
PCU31161331161351,"PPI industry data for Rendering and meat byproduct processing-Meat and bone meal, not seasonally adjusted"
PCU31161331161352,"PPI industry data for Rendering and meat byproduct processing-Animal and marine feed and fertilizer byproducts, except meat and bone meal, not seasonally adjusted"
PCU311613311613M,"PPI industry data for Rendering and meat byproduct processing-Miscellaneous receipts, not seasonally adjusted"
PCU311613311613P,"PPI industry data for Rendering and meat byproduct processing-Primary products, not seasonally adjusted"
PCU311615311615,"PPI industry data for Poultry processing, not seasonally adjusted"
PCU3116153116151,"PPI industry data for Poultry processing-Young chickens, including bulk, chilled, frozen, whole, and in parts, not seasonally adjusted"
PCU3116153116157,"PPI industry data for Poultry processing-Turkeys (including frozen, whole, and parts), not seasonally adjusted"
PCU3116153116159,"PPI industry data for Poultry processing-Other poultry and small game (including frozen), whole, and parts, not seasonally adjusted"
PCU311615311615D,"PPI industry data for Poultry processing-Processed poultry and small game (except soups), containing 20 percent or more poultry or meat, not seasonally adjusted"
PCU311615311615M,"PPI industry data for Poultry processing-Miscellaneous receipts, not seasonally adjusted"
PCU311615311615MM,"PPI industry data for Poultry processing-Miscellaneous receipts, not seasonally adjusted"
PCU311615311615P,"PPI industry data for Poultry processing-Primary products, not seasonally adjusted"
PCU311615311615S,"PPI industry data for Poultry processing-Secondary products, not seasonally adjusted"
PCU311615311615SS,"PPI industry data for Poultry processing-Secondary products, not seasonally adjusted"
PCU3117--3117--,"PPI industry group data for Seafood product preparation & packaging, not seasonally adjusted"
PCU31171-31171-,"PPI industry data for Seafood product preparation and packaging, not seasonally adjusted"
PCU311710311710,"PPI industry data for Seafood product preparation and packaging, not seasonally adjusted"
PCU3117103117103,"PPI industry data for Seafood product preparation and packaging-Prepared frozen shellfish, not seasonally adjusted"
PCU3117103117105,"PPI industry data for Seafood product preparation and packaging-Seafood canning, not seasonally adjusted"
PCU3117103117106,"PPI industry data for Seafood product preparation and packaging-Prepared fresh fish/seafood, inc. surimi/surimi-based products, not seasonally adjusted"
PCU3117103117107,"PPI industry data for Seafood product preparation and packaging-Prepared frozen fish, not seasonally adjusted"
PCU3117103117109,"PPI industry data for Seafood product preparation and packaging-Other prepared fresh and frozen seafood, not seasonally adjusted"
PCU311710311710M,"PPI industry data for Seafood product preparation and packaging-Miscellaneous receipts, not seasonally adjusted"
PCU311710311710MM,"PPI industry data for Seafood product preparation and packaging-Miscellaneous receipts, not seasonally adjusted"
PCU311710311710P,"PPI industry data for Seafood product preparation and packaging-Primary products, not seasonally adjusted"
PCU311710311710S,"PPI industry data for Seafood product preparation and packaging-Secondary products, not seasonally adjusted"
PCU3118--3118--,"PPI industry group data for Bakeries & tortilla mfg, not seasonally adjusted"
PCU31181-31181-,"PPI industry data for Bread & bakery product mfg, not seasonally adjusted"
PCU311811311811,"PPI industry data for Retail bakeries, not seasonally adjusted"
PCU3118113118110,"PPI industry data for Retail bakeries-Retail bakery products, not seasonally adjusted"
PCU311811311811M,"PPI industry data for Retail bakeries-Miscellaneous receipts, not seasonally adjusted"
PCU311811311811P,"PPI industry data for Retail bakeries-Primary products, not seasonally adjusted"
PCU311811311811S,"PPI industry data for Retail bakeries-Secondary products, not seasonally adjusted"
PCU311812311812,"PPI industry data for Commercial bakeries, not seasonally adjusted"
PCU3118123118121,"PPI industry data for Commercial bakeries-Bread (white, wheat, rye, etc.), including frozen, not seasonally adjusted"
PCU31181231181215,"PPI industry data for Commercial bakeries-White pan bread, not seasonally adjusted"
PCU31181231181216,"PPI industry data for Commercial bakeries-White hearth bread (French, Italian, etc.), not seasonally adjusted"
PCU31181231181217,"PPI industry data for Commercial bakeries-Dark wheat breads (whole wheat, cracked wheat, multigrain, etc.), not seasonally adjusted"
PCU31181231181218,"PPI industry data for Commercial bakeries-Other variety breads (rye, unleavened, raisin, potato, self-rising, salt-free, canned, etc.), not seasonally adjusted"
PCU3118123118125,"PPI industry data for Commercial bakeries-Rolls, bread-type (including muffins, bagels, and croissants), including frozen, not seasonally adjusted"
PCU31181231181251,"PPI industry data for Commercial bakeries-Rolls, hamburger and wiener, not seasonally adjusted"
PCU31181231181259,"PPI industry data for Commercial bakeries-All other rolls, bread-type (incl. muffins, bagels, and croissants), not seasonally adjusted"
PCU3118123118127,"PPI industry data for Commercial bakeries-Soft cakes, excluding frozen, not seasonally adjusted"
PCU3118123118128,"PPI industry data for Commercial bakeries-Pies (fruit, cream, and custard), excluding frozen, not seasonally adjusted"
PCU3118123118129,"PPI industry data for Commercial bakeries-Other sweet goods, excluding frozen, not seasonally adjusted"
PCU311812311812M,"PPI industry data for Commercial bakeries-Miscellaneous receipts, not seasonally adjusted"
PCU311812311812MM,"PPI industry data for Commercial bakeries-Miscellaneous receipts, not seasonally adjusted"
PCU311812311812P,"PPI industry data for Commercial bakeries-Primary products, not seasonally adjusted"
PCU311812311812S,"PPI industry data for Commercial bakeries-Secondary products, not seasonally adjusted"
PCU311812311812SM,"PPI industry data for Commercial bakeries-Secondary products and miscellaneous receipts, not seasonally adjusted"
PCU311813311813,"PPI industry data for Frozen cakes and other pastries manufacturing, not seasonally adjusted"
PCU3118133118130,"PPI industry data for Frozen cakes and other pastries manufacturing-Frozen cakes, pies, and other pastries, not seasonally adjusted"
PCU311813311813P,"PPI industry data for Frozen cakes and other pastries manufacturing-Primary products, not seasonally adjusted"
PCU311813311813S,"PPI industry data for Frozen cakes and other pastries manufacturing-Secondary products, not seasonally adjusted"
PCU31182-31182-,"PPI industry data for Cookie, cracker & pasta mfg, not seasonally adjusted"
PCU311821311821,"PPI industry data for Cookie and cracker manufacturing, not seasonally adjusted"
PCU3118213118212,"PPI industry data for Cookie and cracker manufacturing-Crackers, biscuits, and related products, not seasonally adjusted"
PCU3118213118214,"PPI industry data for Cookie and cracker manufacturing-Cookies, wafers, and ice cream cones and cups (excluding frozen), not seasonally adjusted"
PCU311821311821M,"PPI industry data for Cookie and cracker manufacturing-Miscellaneous receipts, not seasonally adjusted"
PCU311821311821MM,"PPI industry data for Cookie and cracker manufacturing-Miscellaneous receipts, not seasonally adjusted"
PCU311821311821P,"PPI industry data for Cookie and cracker manufacturing-Primary products, not seasonally adjusted"
PCU311821311821S,"PPI industry data for Cookie and cracker manufacturing-Secondary products, not seasonally adjusted"
PCU311821311821SS,"PPI industry data for Cookie and cracker manufacturing-Secondary products, not seasonally adjusted"
PCU311824311824,"PPI industry data for Dry pasta, dough, and flour mixes manufacturing from purchased flour, not seasonally adjusted"
PCU3118243118241,"PPI industry data for Dry pasta, dough, and flour mixes manufacturing from purchased flour-Prepared flour mixes (incl refrigerated & frozen doughs & batters) made from purchased flour, not seasonally adjusted"
PCU31182431182411,"PPI industry data for Dry pasta, dough, and flour mixes manufacturing from purchased flour-Cake mixes, including gingerbread, made from purchased flour, not seasonally adjusted"
PCU31182431182412,"PPI industry data for Dry pasta, dough, and flour mixes manufacturing from purchased flour-Flour mixes (refrigerated & frozen doughs & batters), ex cake mixes, made from purchased flour, not seasonally adjusted"
PCU3118243118243,"PPI industry data for Dry pasta, dough, and flour mixes manufacturing from purchased flour-Dry macaroni, spaghetti and egg noodle products (excluding canned or frozen), not seasonally adjusted"
PCU311824311824M,"PPI industry data for Dry pasta, dough, and flour mixes manufacturing from purchased flour-Miscellaneous receipts, not seasonally adjusted"
PCU311824311824MM,"PPI industry data for Dry pasta, dough, and flour mixes manufacturing from purchased flour-Miscellaneous receipts, not seasonally adjusted"
PCU311824311824P,"PPI industry data for Dry pasta, dough, and flour mixes manufacturing from purchased flour-Primary products, not seasonally adjusted"
PCU311824311824S,"PPI industry data for Dry pasta, dough, and flour mixes manufacturing from purchased flour-Secondary products, not seasonally adjusted"
PCU311824311824SS,"PPI industry data for Dry pasta, dough, and flour mixes manufacturing from purchased flour-Secondary products, not seasonally adjusted"
PCU3119--3119--,"PPI industry group data for Other food manufacturing, not seasonally adjusted"
PCU31191-31191-,"PPI industry data for Snack food mfg, not seasonally adjusted"
PCU311911311911,"PPI industry data for Roasted nuts and peanut butter manufacturing, not seasonally adjusted"
PCU3119113119111,"PPI industry data for Roasted nuts and peanut butter manufacturing-Nuts and seeds (salted, roasted, cooked, or blanched), not seasonally adjusted"
PCU31191131191111,"PPI industry data for Roasted nuts and peanut butter manufacturing-Nuts (salted, roasted, cooked, or blanched), sold in bulk, not seasonally adjusted"
PCU31191131191112,"PPI industry data for Roasted nuts and peanut butter manufacturing-Canned nuts (salted, roasted, cooked, or blanched), not seasonally adjusted"
PCU31191131191113,"PPI industry data for Roasted nuts and peanut butter manufacturing-All other packaged nuts, including all types of seeds (salted, roasted, cooked, or blanched), not seasonally adjusted"
PCU3119113119114,"PPI industry data for Roasted nuts and peanut butter manufacturing-Peanut butter, not seasonally adjusted"
PCU311911311911M,"PPI industry data for Roasted nuts and peanut butter manufacturing-Miscellaneous receipts, not seasonally adjusted"
PCU311911311911P,"PPI industry data for Roasted nuts and peanut butter manufacturing-Primary products, not seasonally adjusted"
PCU311911311911S,"PPI industry data for Roasted nuts and peanut butter manufacturing-Secondary products, not seasonally adjusted"
PCU311919311919,"PPI industry data for Other snack food manufacturing, not seasonally adjusted"
PCU3119193119191,"PPI industry data for Other snack food manufacturing-Potato chips and sticks, plain and flavored, not seasonally adjusted"
PCU3119193119194,"PPI industry data for Other snack food manufacturing-Corn chips and related products, not seasonally adjusted"
PCU3119193119197,"PPI industry data for Other snack food manufacturing-Other chips, sticks (hard pretzels, bacon rinds, popcorn (except candied), etc.), not seasonally adjusted"
PCU311919311919P,"PPI industry data for Other snack food manufacturing-Primary products, not seasonally adjusted"
PCU311919311919S,"PPI industry data for Other snack food manufacturing-Secondary products, not seasonally adjusted"
PCU31192-31192-,"PPI industry data for Coffee & tea mfg, not seasonally adjusted"
PCU311920311920,"PPI industry data for Coffee and tea manufacturing, not seasonally adjusted"
PCU3119203119201,"PPI industry data for Coffee and tea manufacturing-Roasted coffee, not seasonally adjusted"
PCU3119203119205,"PPI industry data for Coffee and tea manufacturing-Coffee, concentrated, including coffee substitutes, not seasonally adjusted"
PCU3119203119207,"PPI industry data for Coffee and tea manufacturing-Tea in consumer packages, not seasonally adjusted"
PCU311920311920M,"PPI industry data for Coffee and tea manufacturing-Miscellaneous receipts, not seasonally adjusted"
PCU311920311920MM,"PPI industry data for Coffee and tea manufacturing-Miscellaneous receipts, not seasonally adjusted"
PCU311920311920P,"PPI industry data for Coffee and tea manufacturing-Primary products, not seasonally adjusted"
PCU31193-31193-,"PPI industry data for Flavoring syrup & concentrate mfg, not seasonally adjusted"
PCU311930311930,"PPI industry data for Flavoring syrup and concentrate manufacturing, not seasonally adjusted"
PCU3119303119301,"PPI industry data for Flavoring syrup and concentrate manufacturing-Liquid beverage bases, excluding use by soft drink bottlers, not seasonally adjusted"
PCU3119303119306,"PPI industry data for Flavoring syrup and concentrate manufacturing-Soft drink flavoring syrup, sold in bulk, not seasonally adjusted"
PCU3119303119308,"PPI industry data for Flavoring syrup and concentrate manufacturing-Other flavoring agents (except chocolate syrups), not seasonally adjusted"
PCU311930311930M,"PPI industry data for Flavoring syrup and concentrate manufacturing-Miscellaneous receipts, not seasonally adjusted"
PCU311930311930P,"PPI industry data for Flavoring syrup and concentrate manufacturing-Primary products, not seasonally adjusted"
PCU311930311930S,"PPI industry data for Flavoring syrup and concentrate manufacturing-Secondary products, not seasonally adjusted"
PCU311930311930SS,"PPI industry data for Flavoring syrup and concentrate manufacturing-Secondary products, not seasonally adjusted"
PCU31194-31194-,"PPI industry data for Seasoning & dressing mfg, not seasonally adjusted"
PCU311941311941,"PPI industry data for Mayonnaise, dressing, and sauce manufacturing, not seasonally adjusted"
PCU3119413119411,"PPI industry data for Mayonnaise, dressing, and sauce manufacturing-Vinegar and cider, not seasonally adjusted"
PCU3119413119414,"PPI industry data for Mayonnaise, dressing, and sauce manufacturing-Prepared sauces, excluding tomato-based sauces and sauces comprised of 20 percent or more meat, not seasonally adjusted"
PCU3119413119417,"PPI industry data for Mayonnaise, dressing, and sauce manufacturing-Mayonnaise, salad dressings, and sandwich spreads, not seasonally adjusted"
PCU31194131194175,"PPI industry data for Mayonnaise, dressing, and sauce manufacturing-Spoon-type salad dressing incl. mayonnaise, sandwich spreads, refrigerated dressings, semisolid, not seasonally adjusted"
PCU31194131194176,"PPI industry data for Mayonnaise, dressing, and sauce manufacturing-Pourable-type salad dressing (reduced calorie, cheese, vinegar and oil, etc.), not seasonally adjusted"
PCU311941311941M,"PPI industry data for Mayonnaise, dressing, and sauce manufacturing-Miscellaneous receipts, not seasonally adjusted"
PCU311941311941P,"PPI industry data for Mayonnaise, dressing, and sauce manufacturing-Primary products, not seasonally adjusted"
PCU311941311941S,"PPI industry data for Mayonnaise, dressing, and sauce manufacturing-Secondary products, not seasonally adjusted"
PCU311942311942,"PPI industry data for Spice and extract manufacturing, not seasonally adjusted"
PCU3119423119421,"PPI industry data for Spice and extract manufacturing-Table salt (evaporated), pepper (white and black), and other spices, not seasonally adjusted"
PCU31194231194216,"PPI industry data for Spice and extract manufacturing-Pepper and other spices in commercial sizes (1 lb or more), not seasonally adjusted"
PCU3119423119426,"PPI industry data for Spice and extract manufacturing-Flavoring extracts, emulsions, liquid flavors, and food colorings, not seasonally adjusted"
PCU3119423119427,"PPI industry data for Spice and extract manufacturing-Dry mix food preparations, not seasonally adjusted"
PCU311942311942P,"PPI industry data for Spice and extract manufacturing-Primary products, not seasonally adjusted"
PCU311942311942S,"PPI industry data for Spice and extract manufacturing-Secondary products, not seasonally adjusted"
PCU31199-31199-,"PPI industry data for All other food mfg, not seasonally adjusted"
PCU311991311991,"PPI industry data for Perishable prepared food manufacturing, not seasonally adjusted"
PCU3119913119910,"PPI industry data for Perishable prepared food manufacturing-Perishable prepared foods, not seasonally adjusted"
PCU311991311991M,"PPI industry data for Perishable prepared food manufacturing-Miscellaneous receipts, not seasonally adjusted"
PCU311991311991P,"PPI industry data for Perishable prepared food manufacturing-Primary products, not seasonally adjusted"
PCU311991311991S,"PPI industry data for Perishable prepared food manufacturing-Secondary products, not seasonally adjusted"
PCU311999311999,"PPI industry data for All other miscellaneous food manufacturing, not seasonally adjusted"
PCU3119993119990,"PPI industry data for All other miscellaneous food manufacturing-All other miscellaneous manufactured foods, not seasonally adjusted"
PCU31199931199901,"PPI industry data for All other miscellaneous food manufacturing-Desserts, ready-to-mix, not seasonally adjusted"
PCU3119993119990G,"PPI industry data for All other miscellaneous food manufacturing-Egg processing (dried, frozen, liquid, whole, etc.), not seasonally adjusted"
PCU3119993119990J,"PPI industry data for All other miscellaneous food manufacturing-Flavoring powders, tablets, etc. (including dry mix cocktails), not seasonally adjusted"
PCU3119993119990N,"PPI industry data for All other miscellaneous food manufacturing-Other food preparations, not seasonally adjusted"
PCU311999311999P,"PPI industry data for All other miscellaneous food manufacturing-Primary products, not seasonally adjusted"
PCU311999311999S,"PPI industry data for All other miscellaneous food manufacturing-Secondary products, not seasonally adjusted"
PCU312---312---,"PPI industry sub-sector data for Beverage & tobacco mfg, not seasonally adjusted"
PCU3121--3121--,"PPI industry group data for Beverage mfg, not seasonally adjusted"
PCU31211-31211-,"PPI industry data for Soft drink & ice mfg, not seasonally adjusted"
PCU312111312111,"PPI industry data for Soft drink manufacturing, not seasonally adjusted"
PCU3121113121112,"PPI industry data for Soft drink manufacturing-Soft drinks, carbonated, bottled, canned, glass, plastic, not seasonally adjusted"
PCU312111312111A,"PPI industry data for Soft drink manufacturing-Soft drinks, non-carbonated, not seasonally adjusted"
PCU312111312111A4,"PPI industry data for Soft drink manufacturing-Soft drinks, non-carbonated, fruit drinks, cocktails, and ades, not seasonally adjusted"
PCU312111312111A9,"PPI industry data for Soft drink manufacturing-Soft drinks, non-carbonated, iced tea and other types, not seasonally adjusted"
PCU312111312111B,"PPI industry data for Soft drink manufacturing-Soft drinks, energy and sport, not seasonally adjusted"
PCU312111312111M,"PPI industry data for Soft drink manufacturing-Miscellaneous receipts, not seasonally adjusted"
PCU312111312111MM,"PPI industry data for Soft drink manufacturing-Miscellaneous receipts, not seasonally adjusted"
PCU312111312111P,"PPI industry data for Soft drink manufacturing-Primary products, not seasonally adjusted"
PCU312111312111S,"PPI industry data for Soft drink manufacturing-Secondary products, not seasonally adjusted"
PCU312112312112,"PPI industry data for Bottled water manufacturing, not seasonally adjusted"
PCU3121123121120,"PPI industry data for Bottled water manufacturing-Bottled water, not seasonally adjusted"
PCU312112312112M,"PPI industry data for Bottled water manufacturing-Miscellaneous receipts, not seasonally adjusted"
PCU312112312112P,"PPI industry data for Bottled water manufacturing-Primary products, not seasonally adjusted"
PCU312112312112S2,"PPI industry data for Bottled water manufacturing-Secondary products, not seasonally adjusted"
PCU312113312113,"PPI industry data for Ice manufacturing, not seasonally adjusted"
PCU3121133121130,"PPI industry data for Ice manufacturing-Ice, manufactured (cubed, crushed, etc.), including can or block, not seasonally adjusted"
PCU312113312113M,"PPI industry data for Ice manufacturing-Miscellaneous receipts, not seasonally adjusted"
PCU312113312113P,"PPI industry data for Ice manufacturing-Primary products, not seasonally adjusted"
PCU312113312113S1,"PPI industry data for Ice manufacturing-Secondary products, not seasonally adjusted"
PCU31212-31212-,"PPI industry data for Breweries, not seasonally adjusted"
PCU312120312120,"PPI industry data for Breweries, not seasonally adjusted"
PCU3121203121201,"PPI industry data for Breweries-Canned beer and ale case goods, not seasonally adjusted"
PCU3121203121205,"PPI industry data for Breweries-Bottled beer and ale case goods, not seasonally adjusted"
PCU3121203121207,"PPI industry data for Breweries-Beer and ale in barrels and kegs, not seasonally adjusted"
PCU3121203121209,"PPI industry data for Breweries-All other malt beverages and brewing products, not seasonally adjusted"
PCU312120312120M,"PPI industry data for Breweries-Miscellaneous receipts, not seasonally adjusted"
PCU312120312120P,"PPI industry data for Breweries-Primary products, not seasonally adjusted"
PCU312120312120S,"PPI industry data for Breweries-Secondary products, not seasonally adjusted"
PCU31213-31213-,"PPI industry data for Wineries, not seasonally adjusted"
PCU312130312130,"PPI industry data for Wineries, not seasonally adjusted"
PCU3121303121300,"PPI industry data for Wineries-Wines, brandy, and brandy spirits, not seasonally adjusted"
PCU31213031213008,"PPI industry data for Wineries-Wines, white, red, and rose grape, and other fruits, 14 percent or less alcohol, not seasonally adjusted"
PCU3121303121300811,"PPI industry data for Wineries-Wines, white grape, 14 percent or less alcohol content, not seasonally adjusted"
PCU3121303121300821,"PPI industry data for Wineries-Wines, red grape, 14 percent or less alcohol content, not seasonally adjusted"
PCU3121303121300831,"PPI industry data for Wineries-Wines, rose grape and other fruits and berries, 14 percent or less alcohol, not seasonally adjusted"
PCU31213031213009,"PPI industry data for Wineries-Wines, dessert, effervescent, and wine coolers, not seasonally adjusted"
PCU3121303121300B,"PPI industry data for Wineries-All other wines, brandy, and brandy spirits, not seasonally adjusted"
PCU312130312130M,"PPI industry data for Wineries-Miscellaneous receipts, not seasonally adjusted"
PCU312130312130P,"PPI industry data for Wineries-Primary products, not seasonally adjusted"
PCU31214-31214-,"PPI industry data for Distilleries, not seasonally adjusted"
PCU312140312140,"PPI industry data for Distilleries, not seasonally adjusted"
PCU3121403121402,"PPI industry data for Distilleries-Distilled liquor, excluding brandy, not seasonally adjusted"
PCU31214031214022,"PPI industry data for Distilleries-Distilled whiskey, all other distilled liquor, excluding brandy, not seasonally adjusted"
PCU3121403121405,"PPI industry data for Distilleries-Bottled liquor, excluding brandy, not seasonally adjusted"
PCU3121403121405B,"PPI industry data for Distilleries-Bottled whiskey, not seasonally adjusted"
PCU3121403121405C,"PPI industry data for Distilleries-Bottled gin, vodka, rum, cordials, cocktails, and similiar compounds, not seasonally adjusted"
PCU3121403121405D,"PPI industry data for Distilleries-All other bottled liquor, excluding brandy, not seasonally adjusted"
PCU312140312140M,"PPI industry data for Distilleries-Miscellaneous receipts, not seasonally adjusted"
PCU312140312140MM,"PPI industry data for Distilleries-Miscellaneous receipts, not seasonally adjusted"
PCU312140312140P,"PPI industry data for Distilleries-Primary products, not seasonally adjusted"
PCU312140312140S,"PPI industry data for Distilleries-Secondary products, not seasonally adjusted"
PCU312140312140SS,"PPI industry data for Distilleries-Secondary products, not seasonally adjusted"
PCU3122--3122--,"PPI industry group data for Tobacco mfg, not seasonally adjusted"
PCU31223-31223-,"PPI industry data for Tobacco manufacturing, not seasonally adjusted"
PCU312230312230,"PPI industry data for Tobacco manufacturing, not seasonally adjusted"
PCU3122303122300,"PPI industry data for Tobacco manufacturing-Tobacco stemming and redrying, not seasonally adjusted"
PCU31223031223001,"PPI industry data for Tobacco manufacturing-Tobacco, unstemmed leaf, redried before packing, not seasonally adjusted"
PCU31223031223004,"PPI industry data for Tobacco manufacturing-Tobacco, stemmed, not seasonally adjusted"
PCU3122303122301,"PPI industry data for Tobacco manufacturing-Cigarettes, excluding electronic, not seasonally adjusted"
PCU3122303122309,"PPI industry data for Tobacco manufacturing-Other tobacco products, not seasonally adjusted"
PCU31223031223091,"PPI industry data for Tobacco manufacturing-Cigars, not seasonally adjusted"
PCU31223031223094,"PPI industry data for Tobacco manufacturing-Chewing and smoking tobacco, not seasonally adjusted"
PCU31223031223097,"PPI industry data for Tobacco manufacturing-Reconstituted tobacco, processed sheet and homogenized, not seasonally adjusted"
PCU312230312230P,"PPI industry data for Tobacco manufacturing-Primary products, not seasonally adjusted"
PCU313---313---,"PPI industry sub-sector data for Textile mills, not seasonally adjusted"
PCU3131--3131--,"PPI industry group data for Fiber, yarn, and thread mills, not seasonally adjusted"
PCU31311-31311-,"PPI industry data for Fiber, yarn, and thread mills, not seasonally adjusted"
PCU313110313110,"PPI industry data for Fiber, yarn, and thread mills, not seasonally adjusted"
PCU3131103131104,"PPI industry data for Fiber, yarn, and thread mills-Spun yarns, not seasonally adjusted"
PCU31311031311042,"PPI industry data for Fiber, yarn, and thread mills-Cotton spun yarns, not seasonally adjusted"
PCU31311031311045,"PPI industry data for Fiber, yarn, and thread mills-Rayon, acetate, and lyocell spun yarns, not seasonally adjusted"
PCU31311031311047,"PPI industry data for Fiber, yarn, and thread mills-Noncellulosic fiber and other natural fiber (excluding cotton and wool) spun yarns, not seasonally adjusted"
PCU313110313110471,"PPI industry data for Fiber, yarn, and thread mills-Greige polyester spun yarns, not seasonally adjusted"
PCU313110313110473,"PPI industry data for Fiber, yarn, and thread mills-Greige other noncellulosic fiber and other natural fiber spun yarns, not seasonally adjusted"
PCU313110313110475,"PPI industry data for Fiber, yarn, and thread mills-Other noncellulosic fiber & other natural fiber yarns, spun & finished in the same est., not seasonally adjusted"
PCU31311031311049,"PPI industry data for Fiber, yarn, and thread mills-Spun wool yarns, including new, reused, and reprocessed, not seasonally adjusted"
PCU3131103131106,"PPI industry data for Fiber, yarn, and thread mills-Textured and twisted yarns, not seasonally adjusted"
PCU3131103131106F,"PPI industry data for Fiber, yarn, and thread mills-Thrown filament yarns, excluding textured, not seasonally adjusted"
PCU3131103131106H,"PPI industry data for Fiber, yarn, and thread mills-Textured/crimped/bulked filament yarns, incl. stretch yarn, made from purchased filament yarn, not seasonally adjusted"
PCU3131103131106J,"PPI industry data for Fiber, yarn, and thread mills-Commission receipts for throwing, texturing, or winding filament yarns, not seasonally adjusted"
PCU313110313110L,"PPI industry data for Fiber, yarn, and thread mills-Thread, not seasonally adjusted"
PCU313110313110P,"PPI industry data for Fiber, yarn, and thread mills-Primary products, not seasonally adjusted"
PCU3132--3132--,"PPI industry group data for Fabric mills, not seasonally adjusted"
PCU31321-31321-,"PPI industry data for Broadwoven fabric mills, not seasonally adjusted"
PCU313210313210,"PPI industry data for Broadwoven fabric mills, not seasonally adjusted"
PCU3132103132104,"PPI industry data for Broadwoven fabric mills-Cotton broadwoven fabrics, not seasonally adjusted"
PCU31321031321041,"PPI industry data for Broadwoven fabric mills-Greige cotton broadwoven fabrics, not seasonally adjusted"
PCU31321031321049,"PPI industry data for Broadwoven fabric mills-Finished cotton broadwoven fabrics, finished in weaving mills, not seasonally adjusted"
PCU3132103132106,"PPI industry data for Broadwoven fabric mills-Wool broadwoven fabrics and felts, not seasonally adjusted"
PCU3132103132106T,"PPI industry data for Broadwoven fabric mills-Greige wool broadwoven fabrics, not seasonally adjusted"
PCU3132103132108,"PPI industry data for Broadwoven fabric mills-Manmade, silk, and other natural fiber (excluding cotton and wool) broadwoven fabrics, not seasonally adjusted"
PCU31321031321081,"PPI industry data for Broadwoven fabric mills-Greige manmade, silk, and other natural fiber (exc cotton/wool) broadwoven fabrics, not seasonally adjusted"
PCU31321031321083,"PPI industry data for Broadwoven fabric mills-Finished manmade, silk, & natural fiber (exc cotton/wool) broadwoven, finished in weaving mills, not seasonally adjusted"
PCU313210313210M,"PPI industry data for Broadwoven fabric mills-Miscellaneous receipts, not seasonally adjusted"
PCU313210313210P,"PPI industry data for Broadwoven fabric mills-Primary products, not seasonally adjusted"
PCU313210313210S,"PPI industry data for Broadwoven fabric mills-Secondary products, not seasonally adjusted"
PCU313210313210W,"PPI industry data for Broadwoven fabric mills-Fabricated textile products, made in weaving mills, not seasonally adjusted"
PCU31323-31323-,"PPI industry data for Nonwoven fabric mills, not seasonally adjusted"
PCU313230313230,"PPI industry data for Nonwoven fabric mills, not seasonally adjusted"
PCU3132303132301,"PPI industry data for Nonwoven fabric mills-Nonwoven fabrics, not seasonally adjusted"
PCU3132303132303,"PPI industry data for Nonwoven fabric mills-Fabricated nonwoven products, not seasonally adjusted"
PCU3132303132305,"PPI industry data for Nonwoven fabric mills-Pressed, punched, or needled felts, excluding hats, not seasonally adjusted"
PCU313230313230P,"PPI industry data for Nonwoven fabric mills-Primary products, not seasonally adjusted"
PCU31324-31324-,"PPI industry data for Knit fabric mills, not seasonally adjusted"
PCU313240313240,"PPI industry data for Knit fabric mills, not seasonally adjusted"
PCU3132403132402,"PPI industry data for Knit fabric mills-Weft (circular) knit fabrics, not seasonally adjusted"
PCU31324031324021,"PPI industry data for Knit fabric mills-Weft (circular) knit fabrics, greige goods (excluding hosiery), not seasonally adjusted"
